1B,上下班前做好工作交接，内容要求：1.文档资料、物品设备交接：清点确认，如有异常，做好记录，并在APP提交任务时写明；2.事项交接：汇总未处理事项，安排交接人持续跟进；3.APP上完成提交该任务，填写确认结果（是否确认，异常写明原因），拍摄上传现场图片；,,D,1,1,保安领班,保安领班
1C,外围巡逻与秩序维护，每日8次，内容要求：1.商铺及路面，无占道经营、无有乱堆乱放、无安全隐患；2.发现异常及安全隐患，及时通过发布任务或发布报修安排处理；3.APP上完成提交该任务，填写检查结果（是否正常，异常写明原因），拍摄上传现场图片；,,D,1,1,保安领班,保安领班
1C,巡查二次装修，内容要求： 1.是否有违规装修，如必须规定时段内装修，有无违禁品进入，物品与人员是否都办理登记； 2.有无乱拉乱搭电线.有无破坏防水等致使存在安全隐患； 3.每周2次，周二、周五各一次； 4.APP上完成提交该任务，填写检查结果（是否正常，异常写明原因），拍摄上传现场图片；,,W,1,7,保安领班,保安领班
1C,园区巡逻与秩序维护，每日8次，内容要求：1.无可疑人员，公共区域及地下车库无乱停乱放、无通道堵塞；2.边界围墙报警、监控设备、电子围栏等完好正常运作，防爬剌完好，无安全隐患；3.发现异常及安全隐患，及时通过发布任务或发布报修安排处理；4.APP上完成提交该任务，填写检查结果（是否正常，异常写明原因），拍摄上传现场图片；,,D,1,1,保安领班,保安领班
1C,检查电梯保洁效果，内容要求：1.门槽轿厢内无垃圾，无明显锈迹，无异味；2.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,D,1,1,保洁负责人,保洁负责人
1C,检查各单元垃1楼垃圾清运，内容要求：1.每日2次，分别在上午8:00前和下午15:00前；2.APP上完成提交该任务，填写检查结果（是否正常，异常写明原因），拍摄上传现场图片；,,D,1,1,保洁负责人,保洁负责人
1C,巡查单元楼宇卫生情况，内容要求：1.对象：单元门、大堂、楼道地面门窗、玻璃、墙面、电梯、天花板、消防通道扶手、护栏；2.要求：目视无垃圾、无异味、无杂物堆放、无乱贴乱画；3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,D,1,1,保洁负责人,保洁负责人
1C,巡查园区公共区域及外围卫生保洁情况，内容要求：1.公共道路、外围商铺：目视是否有垃圾，果皮箱、垃圾桶、绿化垃圾是否及时清理；2.休闲娱乐设施、建筑小品、标识标牌：无污渍、无明显灰尘、无锈迹等；3.地库：目视是否有垃圾，设备工具存放是否无序杂乱；4.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,D,1,1,保洁负责人,保洁负责人
1B,组织实施面向部门工作人员的技能培训，内容要求： 1.培训内容要有工作技能、科技工具使用、应急或突发事件处理、服务意识等方面信息； 2.APP上完成提交该任务，填写培训主要内容，拍摄上传现场图片；,,W,1,7,保洁负责人,保洁负责人
1A,到银行调取账单以及解款等事项，内容要求： 1.每周去一次； 2.核对账单、解款信息与实际资金流动金额是否对应； 3.如有异常及时处理并记录备案，提报物业经理； 4.APP完成提交该任务，填写核对结果（是否正常，如有异常需写明），并拍摄上传相关资料。,,W,1,7,财务,财务
1A,水电网等费用缴纳，内容要求：1.到供电局缴纳电费并调取账单明细、增值税发票：需核对账单明细、增值税发票与缴纳金额一致；2.到自来水营业厅缴纳水费；3.到电信营业所缴纳网费。,,M,1,31,财务,财务
1A,正常进行各项费用的催收、付款、入账和做账，并详细记录存档，内容要求：1.费用类型：物业费、水电网费、车位费、商铺租金、公共收益款（例如电梯广告、宣传栏、场地使用、广告牌租金等费用）2.现金、票据和做账金额要精准一致，上下班前要核对清楚，发现异常及时处理并提报物业经理；3.APP完成提交该任务，填写当日收支金额，异常情况，拍摄上传完好记录。,,D,1,1,财务,财务
1A,总结制定上月度财务报表，并提报物业经理，内容要求:1.统计汇总各项收费、支出情况：收费、支出内容与金额要清晰对应，结构易读有条理；2.依据年度编制预算，对比分析上月度收支是否正常，并写明异常情况；3.APP完成提交该任务，填写分析结果（收支是否正常，如有异常需写明），并拍摄上传月报表；,,M,1,31,财务,财务
1C,87个蓄水井（包含147台排污泵）巡查、维保，内容要求： 1.1周内巡查维保至少1次：无物品损坏，设施正常运作； 2.发现损坏等异常，及时通过“发布报修”或“发布任务”提报处理； 3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,W,1,7,工程,工程
1C,8个风机房巡查、维保，内容要求：1.1个月巡查维保至少1次：无杂物推放，无物品损坏，设施正常运作；2.风机松紧度、风叶清洁度、润滑性、控制箱清洁度等测试，软风机与风管间软接无破损；2.发现损坏等异常，及时通过“发布报修”或“发布任务”提报处理；3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,M,1,31,工程,工程
1C,"B1强电间巡查、维保，内容要求： 1.23个强电间一周内全部巡查一次，期间巡查通过""更新进展""记录每次巡查情况； 2.检查内容：设备是否正常运行，是否存在安全隐患或损坏； 3.巡查发现异常，及时通过“发布报修”提报工单处理； 4.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；",,W,1,7,工程,工程
1C,B2层3个水泵房巡查、维保，内容要求：1.排水泵、主机控制柜、泵体、管道、储压罐、报警系统、流向标识等设施设备正常运作；2.无杂物堆放、无物品损坏，发现异常，及时通过“发布报修”或“发布任务”提报处理；3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,D,1,1,工程,工程
1C,车库照明系统巡查，内容要求：1.日常照明灯、应急灯、照明线路正常运作，无损坏；2.发现损坏等异常，及时通过“发布报修”或“发布任务”提报处理；3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,D,1,1,工程,工程
1C,供排水、排污系统巡查与维保，内容要求： 1.排水沟、集水井、排污管、雨水井畅通无堵塞、无溢水； 2.水泵房、消防泵房、排水泵、主机控制柜、泵体、管道、储压罐、报警系统、流向标识正常运作； 3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,W,1,7,工程,工程
1C,任务内容 巡查电梯机房、轿厢：机房环境、保养质量；层门联锁、地坎、限速器、制动器、油怀、油量、限速钢丝绳、松闸板手等。,,W,1,7,工程,工程
1B,实施电梯月度保养：电梯机房、轿厢、井道、门窗；主机、控制柜、钢丝绳、拽引轮、电动机、油封、编码器、平层感应器、感应板、层显、门板、轿顶轮、缓冲器，补偿装臵，限速器涨紧装置，安全钳等等，辅助设备等项目,,M,1,31,工程,工程
1C,巡查电梯机房、轿厢：机房环境、保养质量；层门联锁、地坎、限速器、制动器、油怀、油量、限速钢丝绳、松闸板手等。,,W,1,7,工程,工程
1C,装修巡查管理，内容要求： 1.强电线路、防水层、五金接件、房屋布局、煤气管道、排烟排水系统、电器功率等是否符合规范； 2.管道有无堵塞.有无乱拉乱搭电线.有无破坏防水. 3.每周2次，周一、周四各巡查一次； 3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,W,1,7,工程,工程
1C,B2强电间巡查、维保，内容要求：1.4个强电间全部检查到位；2.检查内容：设备是否正常运行，是否存在安全隐患或损坏；3.巡查发现异常，及时通过“发布报修”提报工单处理；4.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,D,1,1,工程负责人,工程负责人
1C,公共设施设备巡查、维保，内容要求：1.小区公共器材、景观设备、路面、指示标识等无损坏，正常使用；2.巡查发现异常，及时通过“发布报修”提报工单处理；3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,D,1,1,工程负责人,工程负责人
1C,供排水、排污系统巡查与维保，内容要求： 1.排水沟、集水井、排污管、雨水井畅通无堵塞、无溢水； 2.水泵房、消防泵房、排水泵、主机控制柜、泵体、管道、储压罐、报警系统、流向标识正常运作； 3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,W,1,7,工程负责人,工程负责人
1C,设备巡查，内容要求：1.电灯照明、应急灯、烟道、风口、梯门、单元门禁、可视对讲系统、道闸、弱电管井正常运作；2.巡查发现异常，及时通过“发布报修”提报工单处理； 3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,W,1,7,工程负责人,工程负责人
1C,消防泵及生活水泵房、主机控制柜、泵体、管道、储压罐、报警系统、排水泵、等是否正常运行，是否存在安全隐患；,,D,1,1,工程负责人,工程负责人
1A,人事、考勤工作，内容要求： 1.员工考勤：应出勤人员及实际出勤情况，对违规人员及情形（迟到、早退、缺勤）做好记录，纳入绩效考核与薪资发放； 2.员工合同信息维护：合同约定规范正确，社保无漏缴且金额准确； 3.APP上完成提交该任务，填写考勤异常人次和员工合同维护人次，并拍摄上传考勤结果文档。,,W,1,7,行政内务,行政内务
1C,巡查园区水系、绿化，内容要求：1.小区绿化：有无病虫害、裸露黄土、无鼠洞，修剪是否得当美观，有无杂草、垃圾、积水；2.人工湖、喷水池等水系：无杂物、水质清澈、设备完好，池边无清苔；3.APP上完成提交该任务，填写检查结果（是否正常，异常需写明原因），拍摄上传现场图片；,,D,1,1,绿化负责人,绿化负责人
1A,各类申请办理及资料留存归档，内容要求： 1.办理停车证、出入证：需核实身份，将交费情况和规则告知申请人； 2.办理物品放行申请：物品放行条需整理存档； 3.办理装修申请：需核实业主和装修人员身份，告知交费情况、无禁止事项等规则； 4.APP上完成提交该任务，需填写各项申请办理数量及异常情况，拍摄上传相关存档资料。,,D,1,1,前台客服,前台客服
1A,各类申请办理及资料留存归档，内容要求：1.办理停车证、出入证：需核实身份，将交费情况和规则告知申请人；2.办理物品放行申请：物品放行条需整理存档；3.办理装修申请：需核实业主和装修人员身份，告知交费情况、无禁止事项等规则；4.APP上完成提交该任务，需填写各项申请办理数量及异常情况，拍摄上传相关存档资料。,,D,1,1,前台客服,前台客服
1A,接待接听业主来访、来电，内容要求： 1.接待接听符合礼仪规范； 2.详细清晰记录业主反馈的问题或需求，规范存档； 3.依据时间要求，及时反馈、跟进相关人员解决，未解决事项做好原因和进度记录； 4.下班前遗留事项交接，持续跟进，提交总结（今日无遗留同样提交，标注无遗留） 5.APP上完成提交该任务，需填写接待接听人次、问题解决与遗留数量，并拍摄上传总结文档。,,D,1,1,前台客服,前台客服
1A,接待接听业主来访、来电，内容要求：1.接待接听符合礼仪规范；2.详细清晰记录业主反馈的问题或需求，规范存档；3.依据时间要求，及时反馈、跟进相关人员解决，未解决事项做好原因和进度记录；4.下班前遗留事项交接，持续跟进，提交总结（今日无遗留同样提交，标注无遗留）5.APP上完成提交该任务，需填写接待接听人次、问题解决与遗留数量，并拍摄上传总结文档。,,D,1,1,前台客服,前台客服
1A,物业服务费用收缴工作，内容要求： 1.做好清晰详细的资金记录，制定收费台帐日报提交财务； 2.总结欠费催缴情况及欠费原因，上报项目经理； 3.APP上完成提交该任务，需注明收缴总额，并拍摄上传台账日报。,,D,1,1,前台客服,前台客服
1A,物业服务费用收缴工作，内容要求：1.做好清晰详细的资金记录，制定收费台帐日报提交财务；2.总结欠费催缴情况及欠费原因，上报项目经理；3.APP上完成提交该任务，需注明收缴总额，并拍摄上传台账日报。,,D,1,1,前台客服,前台客服
1A,下班前做好工作记录交接，内容要求： 1.制定当日工作总结，包括主要事项及内容，解决与遗留数量，安排交接人持续跟进； 2.APP上完成提交该任务，需填写当日处理事项总量，遗留未解决数量，拍摄上传总结文档；,,D,1,1,前台客服,前台客服
1A,下班前做好工作记录交接，内容要求：1.制定当日工作总结，包括主要事项及内容，解决与遗留数量，安排交接人持续跟进；2.APP上完成提交该任务，需填写当日处理事项总量，遗留未解决数量，拍摄上传总结文档；,,D,1,1,前台客服,前台客服
1A,相关资料、档案整理，并放置业委会存档，内容要求： 1.租户资料、业主资料、装修资料等，装订成册，条理存档； 2.APP上完成该任务，需注明异常情况，如缺失、错误等，拍摄上传装订成册资料。,,M,1,31,前台客服,前台客服
1C,巡查园区及单元楼保洁、秩序和设施设备维护情况，每周3次，内容要求： 1.园区及绿化目视整洁，无乱堆乱放及垃圾，各项设施设备配置是否完好； 2.装修户是否有人巡查，是否有违规装修，施工是否影响其他住户; 3.是否存在违章停车、电动车乱停乱放，是否有可以人员出入以及安全隐患； 4.APP上完成提交该任务，填写检查结果(是否正常，异常情况写明原因），拍摄上传巡场景图。,,W,1,7,前台客服,前台客服
1A,制定上月度总结报告，每月5日前提交项目经理，内容要求： 1.上月统计收费情况； 2.各岗位职责汇报; 3.本月度各岗位工作计划； 4.人员调动记录； 5.在APP完成提交该任务时需注明重点事项，拍摄上传月度报告。,,M,1,31,前台客服,前台客服
1A,组织参加周会，内容要求： 1.时间：每周一下午三点； 2.会议内容：上周工作总结，下周工作计划； 3.APP上完成提交该任务，需填写下周工作事项件数，并拍摄上传会议周报。,,W,1,7,前台客服,前台客服
1A,每月及时规范更新弱电设备和系统、智能化系统、消防系统等技术资料并归档。,,M,1,31,弱电,弱电
1C,巡查对讲通信系统、门禁系统，设备是否正常运作，有无安全隐患，必要时进行保养或维修，填写问题和维保情况描述。,,D,1,1,弱电,弱电
1C,巡查弱电线路、弱电管井等弱电系统，设备是否正常运作，有无安全隐患，必要时进行保养或维修，填写问题和维保情况描述。,,D,1,1,弱电,弱电
1C,巡查设备监控机房、智能化系统，设备是否正常运作，有无安全隐患，必要时进行保养或维修，填写问题和维保情况描述。,,D,1,1,弱电,弱电
1C,巡查消防控制中心、总控室网络系统、消防控制及设备系统，设备是否正常运作，有无安全隐患，必要时进行保养或维修，填写问题和维保情况描述。,,D,1,1,弱电,弱电
1A,负责监督执行物业费、营运耗费及公共收益款的收取、办理，内容：1.类型：物业费、停车费、商铺租金、水电网费、公共收益款、公共维修资金；2.如有收支实施异常，及时制定调整措施，安排人员跟进处理，并备案记录；3.APP完成提交任务，填写检查结果（是否正常，异常写明原因及处理措施），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1A,负责人员招聘及督办员工培训，内容：1.培训内容包括：新员工培训、管理技巧、专业技能、专题学习、服务意识等；2.培训现场进行拍照留档，相关核心数据做好记录；3.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1C,监督考核电梯维保外，内容要求1.外包单位进行月度保养时现场监督拍照；2.根据电梯运行及保养状态进行月度评分、考核报送上级主管；3.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1C,监督考核弱电、消防维保工作，内容要求：1.消防控制中心、总控室网络系统、消防控制及设备系是否正常运作；2.是否有人员定期巡查，巡视记录是否完整，交接班流程与资料是否正常；3.弱电设备技术资料、弱电和消防系统技术资料是否完整；4.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1C,检查督办园区设施设备维护、维修，内容：1.监督提报的公共、业主室内维修进度；2.检查公共设施设备维护(包括配电房、水泵房、排水系统)是否运作正常，有无损害，是否有人员管理，管理记录是否完整；3.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1C,检查督办园区秩序维护工作：1.有无乱停乱放、通道堵塞、占道经营、乱堆乱放等现象；2.各类公共提示牌完好；3.有无可以人员，人员管理是否存在安全隐患；4.抽查装修管理，是否有违规装修，是否存在管理漏洞，对二次装修督办；5.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1C,项目收支把控，内容：1.依据《年度财务预算》，分析、审核当月收支；2.异常事件（超预算支出、收益等）需备案留档，并及时制定应对措施；3.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1C,巡查督办行政事务，内容：1.检查业主档案，设备台帐，收费台帐的规范性、完整性、更新及时性；2.检查投诉、报修、咨询记录，记录是否记录详实，跟进处理是否及时已经处理率；3.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1C,巡查监督保洁部门工作，内容要求：1.【保洁】园区公共区域、单元楼及外围的卫生是否正常，目视无垃圾，整洁；2.【绿化】是否无病虫害、无杂草、无鼠洞、无枯死、定期修剪；3.【人事】保洁人员出勤数量是否达标，满足保洁需要。4.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1A,与业委会进行沟通会议，内容：1.收集意见、月度工作汇报、重点工作沟通2.APP完成提交该任务，填写结果（是否达到预期，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
1A,月初对员工或供应商上月度绩效考评，对工资、奖惩进行审核，内容；1.指标：出勤情况、工作完成时效与质量、工资金额、奖惩明细；2.APP完成提交该任务，填写考评结果（是否正常，异常写明情况），并拍摄上传相关证明或文档；,,M,1,31,项目负责人,项目负责人
