1C,对项目进行例行夜查（每月多次）：关注有无睡岗现象及人员在岗状态。,0点-6点无规律突击检查，无人员睡岗脱岗。,M,1,31,项目负责人,项目负责人
1A,审核项目月度工作总结及计划，并进行公示。,1.公布时间及时；2.公布内容无错误、无遗留；重点工作有体现。,M,1,31,项目负责人,项目负责人
1A,抽查物业仓库易耗品管理：关注入库、出库、损耗相关数据。,仓库有管理记录，帐物相符。,M,1,31,项目负责人,项目负责人
1C,重点计划落实监管：抽查季度设备保养计划、绿化养护计划、石材养护计划、安全排查计划是否实施到位。,实施时间合理不超时令，对业主生活产生影响最小化。,Y,101,301,项目负责人,项目负责人
1C,重点计划落实监管：抽查季度设备保养计划、绿化养护计划、石材养护计划、安全排查计划是否实施到位。,实施时间合理不超时令，对业主生活产生影响最小化。,Y,401,630,项目负责人,项目负责人
1C,重点计划落实监管：抽查季度设备保养计划、绿化养护计划、石材养护计划、安全排查计划是否实施到位。,实施时间合理不超时令，对业主生活产生影响最小化。,Y,701,930,项目负责人,项目负责人
1C,重点计划落实监管：抽查季度设备保养计划、绿化养护计划、石材养护计划、安全排查计划是否实施到位。,实施时间合理不超时令，对业主生活产生影响最小化。,Y,1001,1231,项目负责人,项目负责人
1C,检查泳池开放是否安全合规：有持证救生员当值，水质检验合格，救生设备完好，按时开放。,1.救生人员有上岗证；2.无设施破损，无安全隐患，开放时间合理。,Y,101,301,项目负责人,项目负责人
1C,检查泳池开放是否安全合规：有持证救生员当值，水质检验合格，救生设备完好，按时开放。,1.救生人员有上岗证；2.无设施破损，无安全隐患，开放时间合理。,Y,401,630,项目负责人,项目负责人
1C,检查泳池开放是否安全合规：有持证救生员当值，水质检验合格，救生设备完好，按时开放。,1.救生人员有上岗证；2.无设施破损，无安全隐患，开放时间合理。,Y,701,930,项目负责人,项目负责人
1C,检查泳池开放是否安全合规：有持证救生员当值，水质检验合格，救生设备完好，按时开放。,1.救生人员有上岗证；2.无设施破损，无安全隐患，开放时间合理。,Y,1001,1231,项目负责人,项目负责人
1C,进行固定资产盘点抽查。,有定期盘查人，领用使用有登记，责任人明确，帐物相符。,Y,101,301,项目负责人,项目负责人
1C,进行固定资产盘点抽查。,有定期盘查人，领用使用有登记，责任人明确，帐物相符。,Y,401,630,项目负责人,项目负责人
1C,进行固定资产盘点抽查。,有定期盘查人，领用使用有登记，责任人明确，帐物相符。,Y,701,930,项目负责人,项目负责人
1C,进行固定资产盘点抽查。,有定期盘查人，领用使用有登记，责任人明确，帐物相符。,Y,1001,1231,项目负责人,项目负责人
1C,监督二次供水的水质是否符合标准：关注大肠菌群、菌落总数、PH值、余氯等检测项目。,清洗人员有健康证，水质检验报告合格。,Y,101,630,项目负责人,项目负责人
1C,监督二次供水的水质是否符合标准：关注大肠菌群、菌落总数、PH值、余氯等检测项目。,清洗人员有健康证，水质检验报告合格。,Y,701,1231,项目负责人,项目负责人
1A,完成项目年中工作总结与报告。,总结工作内容全面，运营数据与指标有对比。,Y,101,630,项目负责人,项目负责人
1A,完成项目年度工作总结与报告。,总结工作内容全面，运营数据与指标有对比。,Y,701,1231,项目负责人,项目负责人
1A,完成半年度经营性收支报表公示。,公示内容正确无误，公示及时。,Y,101,630,项目负责人,项目负责人
1A,完成半年度经营性收支报表公示。,公示内容正确无误，公示及时。,Y,701,1231,项目负责人,项目负责人
1A,配合公司完成客户满意度调查。,调查意见有跟进、有落实、有回访。,Y,101,1231,项目负责人,项目负责人
1B,监督组织完成消防演习。,人员职责明确，演练过程顺利，参演人员都掌握技能。,Y,101,1231,项目负责人,项目负责人
1B,监督项目建筑物的防雷检测是否完成。,有效接地电阻，要求≤10Ω，按计划时间安成。,Y,101,1231,项目负责人,项目负责人
1C,每日召开早会，内容：1.检查人员出勤和仪容仪表是否正常；2.安排当天重点工作，继续跟进处理未完成事项；3.拍摄上传早会场景。,1.无人员缺勤；2.男不留胡须，男短发梳理，男前发不盖眉、发侧不过耳，后不过领；女化淡妆，长发需用发结盘起，发不染色保持自然发色，头发干净无油污；3.穿着职业装，指甲长不得超过2mm，不涂有色指甲油，指甲内无黑垢；4.当天任务100%安排完毕。,D,1,1,客服负责人,客服负责人
1C,检查客服前台环境：关注台面物品、桌椅摆放及整体前台环境的卫生状况。,工作环境整洁、物品摆放整齐、无垃圾、无乱堆乱放,D,1,1,客服负责人,客服负责人
1C,检查客服交接班记录：1.事件交接，物品交接，内容要求清楚明确；2.接班人员明确是谁，负责跟进处理。,1.换班100%有人交接，接班人及时到岗；2.交接事务、物品的内容没有遗漏，接班人了解清楚后续处理要求。,D,1,1,客服负责人,客服负责人
1A,安排或实施催收费工作：关注催费记录、资金记录、收费台帐日报等。,完成公司收费指标,W,1,1,客服负责人,客服负责人
1C,检查客户接持记录，内容：1.投诉、报修、咨询等记录是否规范；2.客户反馈事务的处理、回复是否及时正确；3.关注处理及时率、报修完成率、回访率、响应时间等数据。,1.投诉、报修确保30分钟内100%响应，安排任务；2.每项任务确保有人负责跟进处理，在指定时间内处理完成；3.如果无法处理，需要及时反馈客户说清楚情况，提供可行的处理建议。,D,1,1,客服负责人,客服负责人
1C,检查各类小区通知：1.检查宣传栏内容及张贴情况是否正常；2.公示的服务电话是否能正常接通。,1.张贴整齐美观，重要公告没有被撕毁，无小广告；2.超过张贴时间的通知及时撤掉；3.没有审批的宣传材料一律不准张贴。,D,1,1,客服负责人,客服负责人
1C,巡查园区，内容：1.卫生是否达标，如目视无垃圾，无乱堆乱放；2.园林绿化是否存在问题；3.给排水、照明、消防、娱乐设施等设备是否正常运作，有无损坏，是否存在安全隐患；4.人员、车辆秩序是否良好。,1.地面整洁卫生，园区没有异味；2.绿化无病虫害，绿化带无生活垃圾，保证及时修剪；3.园区景观设备、休闲设施没有尖锐物体，消防设备完好无损坏；4.照明正常，单元门禁对讲可正常使用；5.无未经许可人入园，车辆无乱停乱放，园区无安全隐患。,D,1,1,客服负责人,客服负责人
1A,提交项目日报：包括收费、报修维修、投诉处理等情况，如有重点关注事件，上报经理,1.每日各项费用收取数据准确，汇总统计无误；2.报修/投诉处理情况要求记录完整：时间、报修/投诉人、负责人、是否处理完成；3.遗留未完成情况，写明原因，汇总上报。,D,1,1,客服负责人,客服负责人
1C,巡查装修户：关注是否有人定期巡查，是否有违规装修，施工是否影响其他住户,1.按规定时间装修；2.装修施工无影响其他住户；3.无违规装修，装修垃圾自主清理，不乱堆乱放。,W,1,7,客服负责人,客服负责人
1A,走访客户：收集客户问题，识别有效问题，跟进处理、与客户同步处理进程。,有走访记录，收集到至少1项问题或建议。,W,1,7,客服负责人,客服负责人
1A,汇总欠费催缴情况：包括欠费原因、解决建议，上报项目经理。,欠费原因100%了解，上报信息准确无误。,W,1,7,客服负责人,客服负责人
1A,更新园区答客问资料：如小区主要服务信息变动，及时修订《应知应会》，并发送给项目经理与各专业主管。,信息变动7天内完成更新。,W,1,7,客服负责人,客服负责人
1C,巡查空置房或空关房：监督有无人巡查，问题有无跟进，有无工作记录，需要时通知业主。,1.空置房门上锁、水电气处于关闭状态，房内无占用；2.空关房门上锁、无异响、无异味、无渗漏，有巡查记录。,W,1,7,客服负责人,客服负责人
1B,组织部门会议：关注客户接待重点事项，及需要跟进落实的工作，明确落实分工。,1.部门所有人员到齐参加会议；2.周重点工作安排无遗漏。,W,1,7,客服负责人,客服负责人
1C,抽查24小时值班或服务电话：是否正常、是否有人接听、接听礼仪是否符合标准。,接听人服务用语、语调正确；开头用语：“您好，***服务中心，请问有什么可以帮到您？”,W,1,7,客服负责人,客服负责人
1A,完成客服部门周报：包括工作计划完成情况，咨询、投诉、报修等数据统计分析，费用数据统计汇总等，并提报物业经理。,1.上周工作计划完成率不低于90%，下周工作计划重点工作100%覆盖；2.周报按时上交，报修、投诉、咨询统计数据完整无遗留，收费与指标有对照。,W,1,7,客服负责人,客服负责人
1B,组织月度培训：如专业培训、新员工培训、案例培训、公司新政文件学习等，拍摄培训现场或培训记录上传。,初次培训合格率不低于80%，复训合格率达到100%。,M,1,31,客服负责人,客服负责人
1A,拟定月度采购计划，经项目经理审核后，提交给上级。,采购计划不超过预算100%，超过预算需要有说明。,M,1,31,客服负责人,客服负责人
1A,完成客服月报：包括工作总结、工作计划，投诉、报修、咨询等数据统计分析等。,1.上月工作计划完成率不低于90%；2.下月工作计划重点工作100%覆盖。,M,1,31,客服负责人,客服负责人
1A,拟定本部门的月度排班计划提交上级。,1.关键日期无休息安排；2.按规定时间提交上级。,M,1,31,客服负责人,客服负责人
1A,拟定需要对外公布的月度公示资料（如APP公示的上月总结和本月计划、小区公告栏宣传资料等）提报上级审核完成，每月5号前完成公示。,及时公示，内容无误，无敏感信息。,M,1,31,客服负责人,客服负责人
1A,完成上月度收费报表等财务报表，提交上级。,及时提报，内容无误。,M,1,31,客服负责人,客服负责人
1C,检查更新业主档案：含业主信息、装修信息、出租信息、车辆登记、业主公约等。,信息变动1个工作日内完成更新。,M,1,31,客服负责人,客服负责人
1C,抽查客服人员服务知识：包含服务用语、应知应会等的熟练情况。,抽查率（抽查人数/客服总人数）不低于50%,M,1,31,客服负责人,客服负责人
1C,抽查所公示的便民服务电话：包括但不限于社区事务常用电话、管家电话、有线电视、电话通信、煤气、派出所等常用电话，防止过期无效号码报给业主使用。,无效号码及时撤下。,M,1,31,客服负责人,客服负责人
1A,组织及施实对在管下属的绩效考核及团队状态评估。,考评结果有客观依据，符合20%优秀、70%合格、10%要做提升沟通。,M,1,31,客服负责人,客服负责人
1A,对重大事件导致的越级投诉，提出预防措施，进行专题汇报，报上级主管。,事件报告客观反应事实、准确无误找到原因。,M,1,31,客服负责人,客服负责人
1B,组织实施小区文化活动（儿童节、中秋、元宵等节日）。,1.活动筹备方案提交项目经理审核；2.活动通知最少提前7天发布；3.活动过程确保现场安全无事故；4.活动结束收集业主评价。,Y,101,301,客服负责人,客服负责人
1B,组织实施小区文化活动（儿童节、中秋、元宵等节日）。,1.活动筹备方案提交项目经理审核；2.活动通知最少提前7天发布；3.活动过程确保现场安全无事故；4.活动结束收集业主评价。,Y,401,630,客服负责人,客服负责人
1B,组织实施小区文化活动（儿童节、中秋、元宵等节日）。,1.活动筹备方案提交项目经理审核；2.活动通知最少提前7天发布；3.活动过程确保现场安全无事故；4.活动结束收集业主评价。,Y,701,930,客服负责人,客服负责人
1B,组织实施小区文化活动（儿童节、中秋、元宵等节日）。,1.活动筹备方案提交项目经理审核；2.活动通知最少提前7天发布；3.活动过程确保现场安全无事故；4.活动结束收集业主评价。,Y,1001,1231,客服负责人,客服负责人
1B,落实园区节目气氛布置（春节、元宵、中秋、国庆、圣诞）。,提前1天完成准备及布置，节目过后次日完成撤下。,Y,101,301,客服负责人,客服负责人
1B,落实园区节目气氛布置（春节、元宵、中秋、国庆、圣诞）。,提前1天完成准备及布置，节目过后次日完成撤下。,Y,401,630,客服负责人,客服负责人
1B,落实园区节目气氛布置（春节、元宵、中秋、国庆、圣诞）。,提前1天完成准备及布置，节目过后次日完成撤下。,Y,701,930,客服负责人,客服负责人
1B,落实园区节目气氛布置（春节、元宵、中秋、国庆、圣诞）。,提前1天完成准备及布置，节目过后次日完成撤下。,Y,1001,1231,客服负责人,客服负责人
1A,发布各类服务提示（节假日、防火、防盗、防台风、文明养狗等文明公约）。,1.提示文字无错误，内容清晰易懂；2.节假日提示要求指定时间前3天完成发布。,Y,101,301,客服负责人,客服负责人
1A,发布各类服务提示（节假日、防火、防盗、防台风、文明养狗等文明公约）。,1.提示文字无错误，内容清晰易懂；2.节假日提示要求指定时间前3天完成发布。,Y,401,630,客服负责人,客服负责人
1A,发布各类服务提示（节假日、防火、防盗、防台风、文明养狗等文明公约）。,1.提示文字无错误，内容清晰易懂；2.节假日提示要求指定时间前3天完成发布。,Y,701,930,客服负责人,客服负责人
1A,发布各类服务提示（节假日、防火、防盗、防台风、文明养狗等文明公约）。,1.提示文字无错误，内容清晰易懂；2.节假日提示要求指定时间前3天完成发布。,Y,1001,1231,客服负责人,客服负责人
1C,检查小区各种客户服务标识：宣传栏、告示栏、小区导向图、楼房编号等功能标识，以及安全标识、服务标识、环境标识、指示标识、提示标识。,1.安全标识标语无缺失，设置地点显眼；2.标识标语清晰可见，各个角度没有遮挡物。,Y,101,301,客服负责人,客服负责人
1C,检查小区各种客户服务标识：宣传栏、告示栏、小区导向图、楼房编号等功能标识，以及安全标识、服务标识、环境标识、指示标识、提示标识。,1.安全标识标语无缺失，设置地点显眼；2.标识标语清晰可见，各个角度没有遮挡物。,Y,401,630,客服负责人,客服负责人
1C,检查小区各种客户服务标识：宣传栏、告示栏、小区导向图、楼房编号等功能标识，以及安全标识、服务标识、环境标识、指示标识、提示标识。,1.安全标识标语无缺失，设置地点显眼；2.标识标语清晰可见，各个角度没有遮挡物。,Y,701,930,客服负责人,客服负责人
1C,检查小区各种客户服务标识：宣传栏、告示栏、小区导向图、楼房编号等功能标识，以及安全标识、服务标识、环境标识、指示标识、提示标识。,1.安全标识标语无缺失，设置地点显眼；2.标识标语清晰可见，各个角度没有遮挡物。,Y,1001,1231,客服负责人,客服负责人
1A,配合公司实施小区年度客户满意率调查。,调查意见有跟进、有落实、回访及时。,Y,101,1231,客服负责人,客服负责人
1C,检查客服前台环境及自己的仪容仪表：1.台面清洁卫生，物品摆放整齐，桌椅排放整齐，不摆放与工作无关的物品；2.着装整洁，仪表得体。,1.男不留胡须，男短发梳理，男前发不盖眉、发侧不过耳，后不过领；2.女化淡妆，长发需用发结盘起，发不染色保持自然发色，头发干净无油污；3.穿着职业装；指甲长不得超过2mm，不涂有色指甲油，指甲内无黑垢。4.工作环境整洁，物品摆放整齐。,D,1,1,管家客服,管家客服
1B,上、下班前交接班，内容与要求：1.清点办公物品，确认物品数量是否正确且完好；2.遗留事务做好安排，要有人持续跟进处理；3.如有任何问题或异常及时反馈，且在完成该任务时阐述。,交接事物无遗留、接手事按时完成跟进。,D,1,1,管家客服,管家客服
1A,进行电话催收费工作：1.每天催收多户，有情况进度及情况说明；2.每天实收费用记录，移交财务。,完成催收指标。,D,1,1,管家客服,管家客服
1A,业主接待，内容与要求：1.投诉、表扬、报修、咨询、业务办理等；2.各项接待事务要记录清晰规范，及时安排处理并回复；3.通过管家田螺APP发布反馈的报修、投诉等问题，安排处理。,完成公司规定的：投诉处理及时率、完成维修及时率、报修完成率、咨询及时回复率等指标。,D,1,1,管家客服,管家客服
1A,办理装修申请：1.核对交费情况（物业费和装修押金），核对业主身份；2.确保所有施工人员办理登记手续，要求提交并审核施工图；3.核对装修内容有无禁止事项，施工规则及时提醒。,1.办理人证件无错误，材料手续完整（业主身份证、房产证、装修平面图、施工方人员身份证、装修协议等）；2.禁止事项与规则100%告知装修人，安全责任书100%签署。,D,1,1,管家客服,管家客服
1C,巡查公共娱乐设备设施：儿童游乐场，老年康体，活动中心等，查看有无隐患,1.设施整洁、现场无垃圾、无积水；2.设施完好，没有尖锐物体等安全隐患；,D,1,1,管家客服,管家客服
1C,装修巡查：1.是否按时间进行装修，是否影响其他住户，有无违规装修；2.有无乱堆垃圾，有无损坏公共财物。,1.按规定时间装修；2.装修施工无影响其他住户；3.无违规装修，装修垃圾自主清理，不乱堆乱放,D,1,1,管家客服,管家客服
1C,空置房/空关房巡查：1.门窗锁、室内水电线路、卫生情况是否有异常，有无跑滴冒漏；2.空关房只巡查门锁与水电表。,1.空置房门上锁，水电气处于关闭状态，房内无占用；2.空关房门上锁，无异响、无异味、无渗漏，有巡查记录。,D,1,1,管家客服,管家客服
1C,巡查单元楼及园区，内容与要求：1.清洁卫生及园林绿化是否达标，如目视无垃圾、垃圾及时清理、无乱堆乱放等；2.门禁是否关闭，有无违章停车，公共设施设备是否正常使用，有无损坏或安全隐患；3.各岗位执勤岗是否正常；4.如有问题，及时通过管家田螺APP发布任务或报修处理。,1.园区地面卫生整洁，没有异味；绿化无病虫害，绿化带无生活垃圾，保证及时修剪；水池水质清澈，无异味，无漂浮异物；园区景观设备、休闲设施完好无损坏；2.单元门禁可正常关闭，车辆无乱停乱放，园区照明正常，电梯运行正常，无安全隐患、垃圾房垃圾及时清运、垃圾桶内垃圾少于2/3；无未经许可人入园，无安全隐患；3.各岗位无脱岗睡岗；4.有问题在完成巡查之前发布相关任务。,D,1,1,管家客服,管家客服
1B,查看是否有预约需要将快递放置快递柜（或指定）地点情况。,1.快件包裹完好，按规定顺序摆放整齐；2.核对领取人的身份，确认取件码、APP信息、取件短信三者之一；3.确认包裹收件人信息与领取人提供的一致；4.若没有取件凭证，要求收件人签字记录，信息填写完整无遗漏；若为代领，需电话沟通物主核对信息才能领走。,D,1,1,管家客服,管家客服
1A,制定工作周报，并提报给主管，内容：工作计划完成情况，客服数据分析，费用数据统计汇总。,周工作100%有描述，按实际进度汇报。,W,1,7,管家客服,管家客服
1A,走访客户：收集客户问题，识别有效问题，跟进处理、与客户同步处理进程。,有走访记录、收集到至少1项问题或建议。,W,1,7,管家客服,管家客服
1A,制定个人月度工作总结报告，提交部门主管。,月度总结无遗漏，重要的工作100%有描述。,M,1,31,管家客服,管家客服
1C,检查客服前台环境及自己的仪容仪表：1.台面清洁卫生，物品摆放整齐，桌椅排放整齐，不摆放与工作无关的物品；2.着装整洁，仪表得体。,1.男不留胡须，男短发梳理，男前发不盖眉、发侧不过耳，后不过领；2.女化淡妆，长发需用发结盘起，发不染色保持自然发色，头发干净无油污；3.穿着职业装；指甲长不得超过2mm，不涂有色指甲油，指甲内无黑垢。4.工作环境整洁，物品摆放整齐。,D,1,1,前台客服,前台客服
1B,上、下班前交接班，内容与要求：1.清点办公物品，确认物品数量是否正确且完好；2.遗留事务做好安排，要有人持续跟进处理；3.如有任何问题或异常及时反馈，且在完成该任务时阐述。,交接事物无遗留、接手事按时完成跟进。,D,1,1,前台客服,前台客服
1A,业主接待，内容与要求：1.投诉、表扬、报修、咨询、业务办理等；2.各项接待事务要记录清晰规范，及时安排处理并回复；3.通过管家田螺APP发布反馈的报修、投诉等问题，安排处理。,完成公司规定的：投诉处理及时率、完成维修及时率、报修完成率、咨询及时回复率等指标,D,1,1,前台客服,前台客服
1A,办理停车证、出入证：1.核实办理人身份；2.核实交费情况，停车/出入规则告知。,1.办理人证件无错误，材料手续完整（身份证、房产证、行驶证等）；2.规则100%告知办理人。,D,1,1,前台客服,前台客服
1A,办理装修申请：1.核对交费情况，业主身份；2.确保所有施工人员办理登记手续，要求提交并审核施工图；3.核对装修内容有无禁止事项，施工规则及时提醒。,1.办理人证件无错误，材料手续完整（业主身份证、房产证、装修平面图、施工方人员身份证、装修协议等）；2.禁止事项与规则100%告知装修人，安全责任书100%签署。,D,1,1,前台客服,前台客服
1A,办理物品放行申请业务：1.有爱家田螺APP则要求使用APP办理；2.若无APP，则做好登记；联系业主，获得业主确认。,业主身份100%经过核实 。,D,1,1,前台客服,前台客服
1B,查看是否有预约需要将快递放置快递柜（或指定）地点情况。,1.快件包裹完好，按规定顺序摆放整齐；2.核对领取人的身份，确认取件码、APP信息、取件短信三者之一；3.确认包裹收件人信息与领取人提供的一致；4.若没有取件凭证，要求收件人签字记录，信息填写完整无遗漏；若为代领，需电话沟通物主核对信息才能领走。,D,1,1,前台客服,前台客服
1A,制定工作周报，并提报给主管，内容：工作计划完成情况，客服数据分析，费用数据统计汇总,周工作100%有描述，按实际进度汇报。,W,1,7,前台客服,前台客服
1A,制定个人月度工作总结报告，提交部门主管。,月度总结无遗漏，重要的工作100%有描述。,M,1,31,前台客服,前台客服
1A,档案整理：租户资料、业主资料、装修资料等，按要求规范装订成册，并放置业委会存档。,信息变动1个工作日内完成更新、信息无错误。,M,1,31,前台客服,前台客服
1C,上班前设配用品检查：1.检查收费岗位物品；2.打印机是否正常。,1.发票是否够用；2.收费设备（如打印机）是否正常。,D,1,1,财务,财务
1A,进行电话催收物业费、水电费等。,完成公司收费指标。,D,1,1,财务,财务
1A,停车费收取：1.每天对车库停车车辆数进行核查；2.对车库岗进行当日停车场收费现金与票据检查。,无少收、无多收，账钱相符，无收费漏洞。,D,1,1,财务,财务
1A,每日制定工作日志（报告），发送项目经理及公司财务相关人，内容：统计汇总费用收支明细，包括物业费、装修收费、停车收费、代收水电及其他收支等,填写没有错误，记录没有遗漏。,D,1,1,财务,财务
1A,财务帐核对：收入记帐、对帐，将已收户数报催费责任人。,帐目清晰、无错误、无遗漏。,D,1,1,财务,财务
1A,下班前必须将现金存入公司指定帐号或保险柜。,公司现金不超过要求值。,D,1,1,财务,财务
