1C,地下车库单元门禁，发现异常及时处理和汇报（每4小时一次）,,D,1,1,门岗,门岗
1A,进出车辆管理：对于陌生车辆进入进行登记，随时跟进监督,,D,1,1,门岗,门岗
1A,汇总上报未处理情况，及时与服务中心取得联系，问询处理进展并记录,,W,1,7,门岗,门岗
1A,月度资料进行整理，上交上级,,M,1,31,门岗,门岗
1A,汇总上报未处理情况，及时与服务中心取得联系，问询处理进展并记录,,W,1,7,门岗,门岗
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1B,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1A,月度资料进行整理，上交上级,,M,1,31,门岗,门岗
1A,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中,,D,1,1,门岗,门岗
1A,物品放行必须有秩序维护员在《物品放行条》内确认签字,,D,1,1,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1A,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1A,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中,,D,1,1,门岗,门岗
1A,物品放行必须有秩序维护员在《物品放行条》内确认签字,,D,1,1,门岗,门岗
1C,小区布点部位每4小时至少巡逻一次，发现异常并上报（重点商铺、车场巡逻）,,D,1,1,门岗,门岗
1C,园区公共秩序：车辆停放至指定位置（重点机动车和非机动车），公共区域垃圾桶内生活垃圾和建筑垃圾堆放巡查，发现违规有处理记录，处理过程（每4小时一次）,,D,1,1,门岗,门岗
1C,巡视小区单元门禁、围墙等技防情况，发现异常及时处理和汇报（每4小时一次）,,D,1,1,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1C,每天1次查看各岗位的交接班记录，确认签字,,D,1,1,保安领班,保安领班
1C,小区布点部位每4小时至少巡逻一次，发现异常并上报（重点商铺、车场巡逻）,,D,1,1,保安领班,保安领班
1C,小区布点部位每4小时至少巡逻一次，发现异常并上报（重点商铺、车场巡逻）,,D,1,1,保安领班,保安领班
1C,园区公共秩序：车辆停放至指定位置（重点机动车和非机动车），公共区域垃圾桶内生活垃圾和建筑垃圾堆放巡查，发现违规有处理记录，处理过程（每4小时一次）,,D,1,1,保安领班,保安领班
1C,巡视小区单元门禁、围墙等技防情况，发现异常及时处理和汇报（每4小时一次）,,D,1,1,保安领班,保安领班
1C,公共区域设备异常（包括安全隐患、卫生情况）记录并报修,,D,1,1,保安领班,保安领班
1C,巡查建筑垃圾、生活垃圾堆放点（垃圾房）、绿化垃圾堆放情况,,D,1,1,保安领班,保安领班
1A,召开部门周工作会议，上周工作总结及工作计划,,W,1,7,保安领班,保安领班
1B,每周至少组织1次员工培训,,W,1,7,保安领班,保安领班
1B,岗亭及周边清洁卫生进行整理，干净整洁，物品摆放有序,,D,1,1,门岗,门岗
1A,每月28日前提交《月工作总结及计划》至项目经理,,M,1,31,保安领班,保安领班
1A,月度资料整理并汇总岗位车辆信息、入住率信息及未处理报修，每月交予业主服务中心更新一次,,M,1,31,保安领班,保安领班
1A,物品和未完成事宜移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,门岗,门岗
1A,业主访客/外来人员（包含装修工人）进出登记《外来人员进出登记表》中,,D,1,1,门岗,门岗
1A,物品放行必须有秩序维护员在《物品放行条》内确认签字,,D,1,1,门岗,门岗
1C,小区布点部位每4小时至少巡逻一次，发现异常并上报（重点商铺、车场巡逻）,,D,1,1,门岗,门岗
1C,园区公共秩序：车辆停放至指定位置（重点机动车和非机动车），公共区域垃圾桶内生活垃圾和建筑垃圾堆放巡查，发现违规有处理记录，处理过程（每4小时一次）,,D,1,1,门岗,门岗
1C,巡视小区单元门禁、围墙等技防情况，发现异常及时处理和汇报（每4小时一次）,,D,1,1,门岗,门岗
1C,门禁系统进行检查，发现异常，上报并记录,,M,1,31,门岗,门岗
1B,岗亭内进行大扫除,,M,1,31,门岗,门岗
1A,物品移交进行确认，签字移交，发现异常记录并及时上报,,D,1,1,保安领班,保安领班
1C,装修户数每日至少巡查一次，无违规装修情况，发现异常记录并上报,,D,1,1,保安领班,保安领班
1C,小区布点部位每4小时至少巡逻一次，发现异常并上报（重点商铺、车场巡逻）,,D,1,1,保安领班,保安领班
1C,园区公共秩序：车辆停放至指定位置（重点机动车和非机动车），公共区域垃圾桶内生活垃圾和建筑垃圾堆放巡查，发现违规有处理记录，处理过程（每4小时一次）,,D,1,1,保安领班,保安领班
1C,巡视小区单元门禁、围墙等技防情况，发现异常及时处理和汇报（每4小时一次）,,D,1,1,保安领班,保安领班
1C,公共区域设备异常（包括安全隐患、卫生情况）记录并报修,,D,1,1,保安领班,保安领班
1A,汇总上报未处理情况，及时与服务中心取得联系，问询处理进展并记录,,W,1,7,保安领班,保安领班
1C,消防栓巡查并进行保养（全部覆盖），记录,,M,1,31,保安领班,保安领班
1A,月度资料进行整理，上交上级,,M,1,31,保安领班,保安领班
1A,通过管家田螺总结计划对当日工作待遗留事件进行提交（包含跟进计划）,,D,1,1,工程,工程
1C,公共区域设备异常（包括安全隐患）记录并报修,,W,1,7,工程,工程
1C,电梯轿箱顶： 每月除尘、杂物一次,,M,1,31,工程,工程
1C,每月检查一次电梯轿厢内标识粘贴是否完整且清晰（有效期内的检验合格标志，电梯安全使用须知，维保单位名称和电话，严禁推门、扒门警告标志）及轿厢内是否存在小广告及牛皮癣（发现上报并有记录）,,M,1,31,工程,工程
1C,路面保养一月一次,,M,1,31,工程,工程
1C,避雷设施检查并记录,,Y,101,1231,工程,工程
1C,房屋本体保养（每季度一次）,,Y,101,1231,工程,工程
1C,每年对每部电梯进行检测,,Y,101,1231,工程,工程
1C,园区木制品、铁制品保养一年两次,,Y,101,1231,工程,工程
1C,高配房、计量间的日常巡查,,D,1,1,工程,工程
1C,对消防泵房、供水系统进行检查并记录（包含卫生清洁）,,D,1,1,工程,工程
1C,监控、摄像头、道闸、门禁公共设施设备、道路路面、园区指示牌检查并记录,,W,1,7,工程,工程
1C,公共区域设备异常（包括安全隐患）记录并报修,,W,1,7,工程,工程
1C,电梯轿箱顶： 每月除尘、杂物一次,,M,1,31,工程,工程
1C,每月检查一次电梯轿厢内标识粘贴是否完整且清晰（有效期内的检验合格标志，电梯安全使用须知，维保单位名称和电话，严禁推门、扒门警告标志）及轿厢内是否存在小广告及牛皮癣（发现上报并有记录）,,M,1,31,工程,工程
1C,路面保养一月一次,,M,1,31,工程,工程
1C,高配房、计量间的日常巡查,,D,1,1,工程,工程
1B,每天召开班务会交待工作安排和每天检查在管下属人员上班在岗情况、检查驻场人员的工作着装、形象和岗位纪律,,D,1,1,保洁负责人,保洁负责人
1C,检查小区绿化生长情况，有无病虫害，修剪是否得当美观，有无杂草垃圾，积水，无裸露黄土、无鼠洞,,D,1,1,保洁负责人,保洁负责人
1C,组织夏天浇水：只能早上傍晚浇、确保浇透而又不浪费（夏天专属任务）,,D,1,1,保洁负责人,保洁负责人
1C,检查小区果皮箱、垃圾桶垃圾是否及时清理、绿化垃圾清运情况.,,D,1,1,保洁负责人,保洁负责人
1C,巡查车库（包含自行车库）、商铺、公共道路及外围的清洁卫生情况,,D,1,1,保洁负责人,保洁负责人
1C,抽查单元楼宇及过道卫生情况包括：单元门、大堂、地面、玻璃、设施、墙面、电梯、天花、地毯、无无异味、无杂物堆放、无乱贴乱画,,D,1,1,保洁负责人,保洁负责人
1C,检查小区路面、路灯、标识标牌、石材、景观清洁效果是否符合,,D,1,1,保洁负责人,保洁负责人
1C,检查人工湖、喷水池、水系：无杂物、水质清澈、设备完好，池边无清苔,,D,1,1,保洁负责人,保洁负责人
1C,检查公共卫生间：地面、墙面、门、坑位等清洁，有无冲洗，垃圾及时清倒，有无异味,,D,1,1,保洁负责人,保洁负责人
1C,检查人流量多的主要出入口巡回保洁效果,,D,1,1,保洁负责人,保洁负责人
1C,检查消防通道扶手、护栏、楼道开关门窗，的清洁剂擦抹情况,,W,1,7,保洁负责人,保洁负责人
1C,检查天台、女儿墙、飘台、雨篷：无杂物,,W,1,7,保洁负责人,保洁负责人
1B,组织地面路面清洗：积泥花岗岩路面冲洗、油污重的水磨石地面机洗,,W,1,7,保洁负责人,保洁负责人
1B,组织对小区内光泽度高的室内地面石材进行晶面处理、抛光,,W,1,7,保洁负责人,保洁负责人
1C,检查休闲娱乐设施、建筑小品、标识标牌：无污渍、无明显灰尘、无锈迹,,W,1,7,保洁负责人,保洁负责人
1C,检查园区垃圾桶清洗情况垃圾房，垃圾车冲洗情况,,W,1,7,保洁负责人,保洁负责人
1C,安排及检查四害消杀重区域：积水地点灭蚊、捕鼠器放置点、蟑螂白蚁防治点、垃圾房除虫等,,M,1,31,保洁负责人,保洁负责人
1C,监控、摄像头、道闸、门禁公共设施设备、道路路面、园区指示牌检查并记录,,W,1,7,工程,工程
1B,下班前查看是否有遗留未完成，有待交接事宜（今日无遗留同样提交，标注无遗留）,,D,1,1,前台客服,前台客服
1A,财务收费日报，发送项目经理及财务,,D,1,1,财务,财务
1C,每天至少抽查3个单元及园区道路；抽查内容：清洁卫生、门禁关闭、违章停车和垃圾堆放（绿化、装修）、公共报修、装修巡查、电梯运行、各岗位值岗、垃圾房等,,D,1,1,前台客服,前台客服
1A,财务收费周报，发送项目经理及财务（上周四到本周四）,,W,1,7,财务,财务
1A,每月28日前提交《月度总结及计划》至项目经理,,M,1,31,前台客服,前台客服
1A,档案整理（租户资料、业主资料、装修资料等，装订成册），并放置业委会资料存档,,M,1,31,前台客服,前台客服
1A,物品放行条、通知通告的归档,,M,1,31,前台客服,前台客服
1A,报修遗留未完成情况汇总，上报项目经理,,M,1,31,前台客服,前台客服
1A,财务系统账务核对,,M,1,31,财务,财务
1C,监督组织完成消防演习，确保团队消防应急能力可快速响应。,,M,1,31,项目负责人,项目负责人
1C,检查消防系统安全管理，内容要求：消防栓、管道、水管、接头、烟感、喷淋、排风、应急灯、消防斧、消防钳、警报系统等正常运作，无安全隐患，有队员巡查，消防通道无堵塞。,,M,1,31,保安领班,保安领班
1B,检查消防系统，内容要求：消防栓、管道、水管、接头、烟感、喷淋、排风、应急灯、消防斧、消防钳、警报系统是否可正常使用，如有损坏等异常及时发布报修，消防通道无堵塞。,,D,1,1,门岗,门岗
1B,巡查园区秩序，要求：无可疑人员，安全提示完好，无乱停乱放，无通道堵塞，无漏气、火灾等安全隐患，无生活垃圾和建筑垃圾乱堆乱放,,D,1,1,门岗,门岗
1C,消防泵及生活水泵房、主机控制柜、泵体、管道、储压罐、报警系统、排水泵、等是否正常运行，是否存在安全隐患；,,D,1,1,工程,工程
